时段,应用,描述,时长,分类
03/08/2025 18:00:00,RtkNGUI64,Realtek高清晰音频管理器,99,未知
03/08/2025 18:00:00,NVDisplay.Container,,425,未知
03/08/2025 18:00:00,firefox,Firefox,976,未知
03/08/2025 18:00:00,explorer,Windows 资源管理器,381,未知
03/08/2025 19:00:00,firefox,Firefox,175,未知
03/08/2025 19:00:00,explorer,Windows 资源管理器,109,未知
03/08/2025 19:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,9,未知
03/08/2025 19:00:00,PotPlayerMini64,PotPlayer,5,未知
03/08/2025 20:00:00,explorer,Windows 资源管理器,238,未知
03/08/2025 20:00:00,PotPlayerMini64,PotPlayer,85,未知
03/08/2025 20:00:00,DesktopMgr64,桌面整理-主程序,51,未知
03/08/2025 20:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,2,未知
03/08/2025 20:00:00,gameinputsvc,GameInput Host Service,11,未知
03/08/2025 20:00:00,mmc,Microsoft 管理控制台,12,未知
03/08/2025 20:00:00,cmd,Windows 命令处理程序,63,未知
03/08/2025 21:00:00,explorer,Windows 资源管理器,1068,未知
03/08/2025 21:00:00,cmd,Windows 命令处理程序,129,未知
03/08/2025 21:00:00,firefox,Firefox,1695,未知
03/08/2025 21:00:00,HipsTray,火绒安全软件托盘程序,88,未知
03/08/2025 21:00:00,IDMan,Internet Download Manager (IDM),118,未知
03/08/2025 21:00:00,PotPlayerMini64,PotPlayer,273,未知
03/08/2025 21:00:00,Bandizip,Bandizip,74,未知
03/08/2025 21:00:00,notepad,记事本,33,未知
03/08/2025 21:00:00,Setup,Setup Application,21,未知
03/08/2025 21:00:00,SearchApp,Search application,4,未知
03/08/2025 21:00:00,BatchProduct,BatchProduct,313,未知
03/08/2025 21:00:00,SystemSettings,设置,1,未知
03/08/2025 21:00:00,hh,Microsoft® HTML 帮助可执行文件,67,未知
03/08/2025 21:00:00,setup,,8,未知
03/08/2025 21:00:00,msiexec,Windows® 安装程序,6,未知
03/08/2025 22:00:00,BatchProduct,BatchProduct,455,未知
03/08/2025 22:00:00,HipsTray,火绒安全软件托盘程序,1,未知
03/08/2025 22:00:00,explorer,Windows 资源管理器,965,未知
03/08/2025 22:00:00,PotPlayerMini64,PotPlayer,166,未知
03/08/2025 22:00:00,notepad,记事本,32,未知
03/08/2025 22:00:00,QQ,QQ,313,未知
03/08/2025 22:00:00,msedge,Microsoft Edge,638,未知
03/08/2025 22:00:00,Honeyview,Honeyview,3,未知
03/08/2025 22:00:00,QQMusic,QQ音乐 听我想听,2,未知
03/08/2025 22:00:00,firefox,Firefox,684,未知
03/08/2025 22:00:00,Listary,Listary,5,未知
03/08/2025 22:00:00,搞机工具箱v9,搞机工具箱,8,未知
03/08/2025 23:00:00,firefox,Firefox,2912,未知
03/08/2025 23:00:00,QQ,QQ,8,未知
03/08/2025 23:00:00,IDMan,Internet Download Manager (IDM),10,未知
03/08/2025 23:00:00,explorer,Windows 资源管理器,506,未知
03/08/2025 23:00:00,PotPlayerMini64,PotPlayer,43,未知
03/08/2025 23:00:00,notepad,记事本,5,未知
03/08/2025 23:00:00,Listary,Listary,6,未知
03/08/2025 23:00:00,搞机工具箱v9,搞机工具箱,21,未知
03/09/2025 00:00:00,搞机工具箱v9,搞机工具箱,1131,未知
03/09/2025 00:00:00,WerFault,Windows 问题报告,2,未知
03/09/2025 00:00:00,Listary,Listary,1,未知
03/09/2025 00:00:00,explorer,Windows 资源管理器,146,未知
03/09/2025 00:00:00,firefox,Firefox,1796,未知
03/09/2025 00:00:00,notepad,记事本,74,未知
03/09/2025 00:00:00,msedge,Microsoft Edge,1,未知
03/09/2025 00:00:00,PotPlayerMini64,PotPlayer,10,未知
03/09/2025 00:00:00,IDMan,Internet Download Manager (IDM),178,未知
03/09/2025 00:00:00,gameinputsvc,GameInput Host Service,13,未知
03/09/2025 00:00:00,Honeyview,Honeyview,15,未知
03/09/2025 01:00:00,搞机工具箱v9,搞机工具箱,499,未知
03/09/2025 01:00:00,PotPlayerMini64,PotPlayer,1,未知
03/09/2025 01:00:00,explorer,Windows 资源管理器,3,未知
03/09/2025 01:00:00,firefox,Firefox,95,未知
03/09/2025 01:00:00,IDMan,Internet Download Manager (IDM),1,未知
03/15/2025 10:00:00,QQ,QQ,46,未知
03/15/2025 10:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,26,未知
03/15/2025 10:00:00,NVDisplay.Container,,8,未知
03/15/2025 10:00:00,NVIDIA Notification,NVIDIA Notification,1,未知
03/15/2025 10:00:00,PopBlock,火绒安全软件弹窗拦截程序,1,未知
03/15/2025 10:00:00,DesktopMgr64,桌面整理-主程序,1,未知
03/15/2025 10:00:00,firefox,Firefox,1196,未知
03/15/2025 10:00:00,SystemSettings,设置,12,未知
03/15/2025 10:00:00,HRUpdate,火绒安全软件升级程序,9,未知
03/15/2025 11:00:00,firefox,Firefox,3600,未知
03/15/2025 11:00:00,RtkNGUI64,Realtek高清晰音频管理器,36,未知
03/15/2025 11:00:00,QQ,QQ,26,未知
03/15/2025 12:00:00,firefox,Firefox,2196,未知
03/15/2025 12:00:00,firefox,Firefox,787,未知
03/15/2025 12:00:00,firefox,Firefox,787,未知
03/15/2025 12:00:00,firefox,Firefox,787,未知
03/15/2025 12:00:00,explorer,Windows 资源管理器,20,未知
03/15/2025 12:00:00,KwMusic,酷我音乐,162,未知
03/15/2025 12:00:00,QQ,QQ,9,未知
03/15/2025 12:00:00,DesktopMgr64,桌面整理-主程序,74,未知
03/15/2025 12:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,548,未知
03/15/2025 12:00:00,javaw,Java(TM) Platform SE binary,685,未知
03/15/2025 13:00:00,javaw,Java(TM) Platform SE binary,1471,未知
03/15/2025 13:00:00,firefox,Firefox,2060,未知
03/15/2025 13:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,20,未知
03/15/2025 13:00:00,RtkNGUI64,Realtek高清晰音频管理器,8,未知
03/15/2025 14:00:00,javaw,Java(TM) Platform SE binary,3478,未知
03/15/2025 14:00:00,firefox,Firefox,81,未知
03/15/2025 15:00:00,javaw,Java(TM) Platform SE binary,640,未知
03/15/2025 15:00:00,firefox,Firefox,36,未知
03/15/2025 20:00:00,DesktopMgr64,桌面整理-主程序,11,未知
03/15/2025 20:00:00,QQ,QQ,3,未知
03/15/2025 20:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,24,未知
03/15/2025 20:00:00,NVDisplay.Container,,4,未知
03/15/2025 20:00:00,HipsTray,火绒安全软件托盘程序,19,未知
03/15/2025 20:00:00,explorer,Windows 资源管理器,1196,未知
03/15/2025 21:00:00,explorer,Windows 资源管理器,332,未知
03/15/2025 22:00:00,explorer,Windows 资源管理器,317,未知
03/15/2025 22:00:00,NVDisplay.Container,,2,未知
03/15/2025 22:00:00,DesktopMgr64,桌面整理-主程序,169,未知
03/15/2025 22:00:00,firefox,Firefox,336,未知
03/15/2025 22:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,16,未知
03/15/2025 23:00:00,explorer,Windows 资源管理器,443,未知
03/15/2025 23:00:00,DesktopMgr64,桌面整理-主程序,1043,未知
03/15/2025 23:00:00,Honeyview,Honeyview,97,未知
03/15/2025 23:00:00,Listary,Listary,5,未知
03/15/2025 23:00:00,Notepads,,25,未知
03/15/2025 23:00:00,PickerHost,File Picker UI Host,8,未知
03/15/2025 23:00:00,MusicTag,Music Tag,113,未知
03/15/2025 23:00:00,zwei,,1011,未知
03/15/2025 23:00:00,firefox,Firefox,435,未知
03/15/2025 23:00:00,SearchApp,Search application,1,未知
03/21/2025 21:00:00,DesktopMgr64,桌面整理-主程序,23,未知
03/21/2025 21:00:00,QQ,QQ,246,未知
03/21/2025 21:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,162,未知
03/21/2025 21:00:00,firefox,Firefox,1378,未知
03/21/2025 21:00:00,IDMan,Internet Download Manager (IDM),76,未知
03/21/2025 21:00:00,HRUpdate,火绒安全软件升级程序,273,未知
03/21/2025 21:00:00,explorer,Windows 资源管理器,4,未知
03/21/2025 21:00:00,HipsTray,火绒安全软件托盘程序,1,未知
03/21/2025 22:00:00,firefox,Firefox,2028,未知
03/21/2025 22:00:00,explorer,Windows 资源管理器,512,未知
03/21/2025 22:00:00,msedge,Microsoft Edge,67,未知
03/21/2025 22:00:00,QQ,QQ,6,未知
03/21/2025 22:00:00,vlc,VLC media player,5,未知
03/21/2025 22:00:00,IDMan,Internet Download Manager (IDM),34,未知
03/21/2025 22:00:00,Listary,Listary,11,未知
03/21/2025 22:00:00,鸿蒙工具箱桌面版,界面版2.0,58,未知
03/21/2025 22:00:00,搞机工具箱v9,搞机工具箱,63,未知
03/21/2025 22:00:00,SystemSettings,设置,1,未知
03/21/2025 22:00:00,DesktopMgr64,桌面整理-主程序,11,未知
03/21/2025 22:00:00,zwei,,740,未知
03/21/2025 23:00:00,firefox,Firefox,1428,未知
03/21/2025 23:00:00,explorer,Windows 资源管理器,4,未知
03/21/2025 23:00:00,QQ,QQ,188,未知
03/22/2025 00:00:00,firefox,Firefox,2345,未知
03/22/2025 00:00:00,explorer,Windows 资源管理器,1,未知
03/22/2025 00:00:00,DesktopMgr64,桌面整理-主程序,2,未知
03/22/2025 13:00:00,DesktopMgr64,桌面整理-主程序,10,未知
03/22/2025 13:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,23,未知
03/22/2025 13:00:00,NVDisplay.Container,,14,未知
03/22/2025 14:00:00,NVDisplay.Container,,60,未知
03/22/2025 14:00:00,QQ,QQ,28,未知
03/22/2025 14:00:00,explorer,Windows 资源管理器,18,未知
03/22/2025 14:00:00,DesktopMgr64,桌面整理-主程序,9,未知
03/22/2025 14:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,52,未知
03/22/2025 14:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,461,未知
03/22/2025 14:00:00,javaw,Java(TM) Platform SE binary,2289,未知
03/22/2025 14:00:00,SearchApp,Search application,1,未知
03/22/2025 14:00:00,firefox,Firefox,246,未知
03/22/2025 14:00:00,Listary,Listary,3,未知
03/22/2025 14:00:00,Radmin_LAN_1.3.4570.5.tmp,Setup/Uninstall,1,未知
03/22/2025 14:00:00,RvRvpnGui,Radmin VPN,169,未知
03/22/2025 14:00:00,PING,TCP/IP Ping 命令,35,未知
03/22/2025 14:00:00,HRUpdate,火绒安全软件升级程序,5,未知
03/22/2025 14:00:00,SystemSettings,设置,18,未知
03/22/2025 15:00:00,javaw,Java(TM) Platform SE binary,3142,未知
03/22/2025 15:00:00,Honeyview,Honeyview,7,未知
03/22/2025 15:00:00,explorer,Windows 资源管理器,3,未知
03/22/2025 15:00:00,QQ,QQ,6,未知
03/22/2025 15:00:00,firefox,Firefox,411,未知
03/22/2025 16:00:00,firefox,Firefox,209,未知
03/22/2025 16:00:00,javaw,Java(TM) Platform SE binary,3208,未知
03/22/2025 16:00:00,PowerToys.PowerLauncher,PowerToys.Run,1,未知
03/22/2025 16:00:00,Honeyview,Honeyview,21,未知
03/22/2025 16:00:00,explorer,Windows 资源管理器,1,未知
03/22/2025 16:00:00,QQ,QQ,8,未知
03/22/2025 16:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,32,未知
03/22/2025 17:00:00,javaw,Java(TM) Platform SE binary,2397,未知
03/22/2025 17:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,50,未知
03/22/2025 17:00:00,DesktopMgr64,桌面整理-主程序,4,未知
03/22/2025 17:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,76,未知
03/22/2025 17:00:00,Honeyview,Honeyview,1,未知
03/22/2025 17:00:00,explorer,Windows 资源管理器,56,未知
03/22/2025 17:00:00,QQ,QQ,160,未知
03/22/2025 17:00:00,RvRvpnGui,Radmin VPN,1,未知
03/22/2025 17:00:00,firefox,Firefox,556,未知
03/22/2025 17:00:00,SystemSettings,设置,4,未知
03/22/2025 18:00:00,javaw,Java(TM) Platform SE binary,1622,未知
03/22/2025 18:00:00,firefox,Firefox,1379,未知
03/22/2025 18:00:00,explorer,Windows 资源管理器,90,未知
03/22/2025 18:00:00,Bandizip,Bandizip,2,未知
03/22/2025 18:00:00,QQ,QQ,131,未知
03/22/2025 18:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,1,未知
03/22/2025 18:00:00,DesktopMgr64,桌面整理-主程序,9,未知
03/22/2025 18:00:00,Notepads,,32,未知
04/04/2025 15:00:00,explorer,Windows 资源管理器,119,未知
04/04/2025 15:00:00,gameinputsvc,GameInput Host Service,10,未知
04/04/2025 15:00:00,DesktopMgr64,桌面整理-主程序,18,未知
04/04/2025 15:00:00,NVDisplay.Container,,4,未知
04/04/2025 15:00:00,QQ,QQ,31,未知
04/04/2025 15:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,1,未知
04/04/2025 15:00:00,Listary,Listary,79,未知
04/04/2025 15:00:00,calibre,The main calibre program,641,未知
04/04/2025 15:00:00,Listary.tmp,Setup/Uninstall,11,未知
04/04/2025 15:00:00,HipsTray,火绒安全软件托盘程序,4,未知
04/04/2025 15:00:00,Honeyview,Honeyview,2,未知
04/04/2025 15:00:00,Notepads,,1,未知
04/04/2025 15:00:00,firefox,Firefox,172,未知
04/04/2025 15:00:00,SearchApp,Search application,20,未知
04/04/2025 16:00:00,firefox,Firefox,76,未知
04/04/2025 16:00:00,Listary,Listary,30,未知
04/04/2025 16:00:00,explorer,Windows 资源管理器,116,未知
04/04/2025 16:00:00,Falemon,falemon,28,未知
04/04/2025 16:00:00,IDMan,Internet Download Manager (IDM),113,未知
04/04/2025 16:00:00,calibre,The main calibre program,120,未知
04/04/2025 16:00:00,calibre-file-dialog,Helper program to show file open/save dialogs,12,未知
04/04/2025 16:00:00,msedge,Microsoft Edge,14,未知
04/04/2025 16:00:00,calibre-parallel,calibre worker process,117,未知
04/04/2025 16:00:00,Notepads,,1,未知
04/04/2025 16:00:00,notepad,记事本,6,未知
04/04/2025 16:00:00,QQ,QQ,10,未知
04/04/2025 16:00:00,HipsTray,火绒安全软件托盘程序,2,未知
04/04/2025 16:00:00,DesktopMgr64,桌面整理-主程序,72,未知
04/04/2025 16:00:00,IDM1.tmp,Internet Download Manager installer,271,未知
04/04/2025 16:00:00,cmd,Windows 命令处理程序,5,未知
04/04/2025 16:00:00,IDM_6.4x_Crack_v19.7,,5,未知
04/04/2025 16:00:00,IEMonitor,Internet Download Manager agent for click monitoring in IE-based browsers,2,未知
04/04/2025 16:00:00,SearchApp,Search application,1,未知
04/11/2025 14:00:00,explorer,Windows 资源管理器,413,未知
04/11/2025 14:00:00,PowerToys.PowerLauncher,PowerToys.Run,10,未知
04/11/2025 14:00:00,DesktopMgr64,桌面整理-主程序,31,未知
04/11/2025 14:00:00,QQ,QQ,217,未知
04/11/2025 14:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,68,未知
04/11/2025 14:00:00,NVDisplay.Container,,64,未知
04/11/2025 13:00:00,HipsMain,火绒安全软件 主程序模块,1,未知
04/11/2025 14:00:00,QQ,QQ,17,未知
04/11/2025 14:00:00,firefox,Firefox,1778,未知
04/11/2025 14:00:00,IDMan,Internet Download Manager (IDM),74,未知
04/11/2025 14:00:00,Listary,Listary,46,未知
04/11/2025 14:00:00,IDM_6.4x_Crack_v19.7,,6,未知
04/11/2025 14:00:00,ToDesk,ToDesk远程控制客户端,8,未知
04/11/2025 14:00:00,msedge,Microsoft Edge,226,未知
04/11/2025 14:00:00,cmd,Windows 命令处理程序,37,未知
04/11/2025 14:00:00,hh,Microsoft® HTML 帮助可执行文件,2,未知
04/11/2025 14:00:00,Bandizip,Bandizip,49,未知
04/11/2025 14:00:00,IDM1.tmp,Internet Download Manager installer,5,未知
04/11/2025 14:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,370,未知
04/11/2025 14:00:00,Honeyview,Honeyview,1,未知
04/11/2025 14:00:00,HRUpdate,火绒安全软件升级程序,2,未知
04/11/2025 14:00:00,ToDesk_Setup,ToDesk,8,未知
04/11/2025 14:00:00,javaw,Java(TM) Platform SE binary,566,未知
04/11/2025 14:00:00,mefrpc,,3,未知
04/11/2025 14:00:00,MEFrp-Launcher_x64_Setup.tmp,Setup/Uninstall,7,未知
04/11/2025 14:00:00,MEFrp Launcher,MEFrp Launcher,50,未知
04/11/2025 15:00:00,javaw,Java(TM) Platform SE binary,2909,未知
04/11/2025 15:00:00,explorer,Windows 资源管理器,142,未知
04/11/2025 15:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,48,未知
04/11/2025 15:00:00,RtkNGUI64,Realtek高清晰音频管理器,25,未知
04/11/2025 15:00:00,firefox,Firefox,111,未知
04/11/2025 15:00:00,Listary,Listary,11,未知
04/11/2025 15:00:00,Bandizip,Bandizip,2,未知
04/11/2025 15:00:00,IDMan,Internet Download Manager (IDM),11,未知
04/11/2025 15:00:00,QQ,QQ,170,未知
04/11/2025 15:00:00,HipsTray,火绒安全软件托盘程序,3,未知
04/11/2025 15:00:00,DesktopMgr64,桌面整理-主程序,1,未知
04/11/2025 15:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,9,未知
04/11/2025 16:00:00,javaw,Java(TM) Platform SE binary,3216,未知
04/11/2025 16:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,172,未知
04/11/2025 16:00:00,QQ,QQ,13,未知
04/11/2025 16:00:00,explorer,Windows 资源管理器,30,未知
04/11/2025 16:00:00,DesktopMgr64,桌面整理-主程序,6,未知
04/11/2025 16:00:00,Listary,Listary,4,未知
04/11/2025 17:00:00,javaw,Java(TM) Platform SE binary,2021,未知
04/11/2025 17:00:00,QQ,QQ,210,未知
04/11/2025 17:00:00,DesktopMgr64,桌面整理-主程序,2,未知
04/11/2025 17:00:00,firefox,Firefox,371,未知
04/11/2025 17:00:00,explorer,Windows 资源管理器,97,未知
04/11/2025 17:00:00,Bandizip,Bandizip,25,未知
04/11/2025 17:00:00,IDMan,Internet Download Manager (IDM),5,未知
04/11/2025 17:00:00,Honeyview,Honeyview,9,未知
04/11/2025 17:00:00,Listary,Listary,8,未知
04/11/2025 17:00:00,SearchApp,Search application,10,未知
04/11/2025 17:00:00,OBS-Studio-31.0.2-Windows-Installer,OBS Studio Installer,15,未知
04/11/2025 17:00:00,obs64,OBS Studio,32,未知
04/11/2025 17:00:00,SoundRec,SoundRec.exe,6,未知
04/11/2025 18:00:00,javaw,Java(TM) Platform SE binary,3160,未知
04/11/2025 18:00:00,firefox,Firefox,339,未知
04/11/2025 18:00:00,QQ,QQ,37,未知
04/11/2025 18:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,1,未知
04/11/2025 18:00:00,Honeyview,Honeyview,1,未知
04/11/2025 18:00:00,explorer,Windows 资源管理器,1,未知
04/11/2025 19:00:00,javaw,Java(TM) Platform SE binary,43,未知
04/11/2025 19:00:00,explorer,Windows 资源管理器,55,未知
04/11/2025 19:00:00,QQ,QQ,552,未知
04/11/2025 19:00:00,Honeyview,Honeyview,8,未知
04/11/2025 19:00:00,firefox,Firefox,124,未知
04/11/2025 19:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,950,未知
04/11/2025 19:00:00,DesktopMgr64,桌面整理-主程序,105,未知
04/11/2025 19:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,173,未知
04/11/2025 19:00:00,msedge,Microsoft Edge,132,未知
04/11/2025 19:00:00,RtkNGUI64,Realtek高清晰音频管理器,3,未知
04/11/2025 20:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,51,未知
04/11/2025 20:00:00,explorer,Windows 资源管理器,67,未知
04/11/2025 20:00:00,DesktopMgr64,桌面整理-主程序,32,未知
04/11/2025 20:00:00,QQ,QQ,64,未知
04/11/2025 20:00:00,javaw,Java(TM) Platform SE binary,449,未知
04/11/2025 20:00:00,firefox,Firefox,249,未知
04/11/2025 20:00:00,Bandizip,Bandizip,4,未知
04/11/2025 20:00:00,Notepads,,27,未知
04/11/2025 20:00:00,IDMan,Internet Download Manager (IDM),3,未知
04/11/2025 21:00:00,javaw,Java(TM) Platform SE binary,3520,未知
04/11/2025 21:00:00,explorer,Windows 资源管理器,23,未知
04/11/2025 21:00:00,Notepads,,3,未知
04/11/2025 22:00:00,HipsTray,火绒安全软件托盘程序,719,未知
04/11/2025 22:00:00,javaw,Java(TM) Platform SE binary,1021,未知
04/11/2025 22:00:00,firefox,Firefox,1700,未知
04/11/2025 22:00:00,explorer,Windows 资源管理器,11,未知
04/11/2025 22:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,2,未知
04/11/2025 22:00:00,IDMan,Internet Download Manager (IDM),1,未知
04/11/2025 22:00:00,QQ,QQ,5,未知
04/11/2025 22:00:00,SearchApp,Search application,1,未知
04/11/2025 22:00:00,Listary,Listary,7,未知
04/11/2025 22:00:00,Falemon,falemon,39,未知
04/11/2025 22:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,29,未知
04/11/2025 23:00:00,firefox,Firefox,1846,未知
04/11/2025 23:00:00,Falemon,falemon,1,未知
04/11/2025 23:00:00,QQ,QQ,219,未知
04/11/2025 23:00:00,explorer,Windows 资源管理器,150,未知
04/11/2025 23:00:00,QQScreenshot,,7,未知
04/11/2025 23:00:00,Honeyview,Honeyview,45,未知
04/11/2025 23:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,287,未知
04/11/2025 23:00:00,DesktopMgr64,桌面整理-主程序,3,未知
04/12/2025 00:00:00,DesktopMgr64,桌面整理-主程序,333,未知
04/12/2025 00:00:00,RtkNGUI64,Realtek高清晰音频管理器,48,未知
04/12/2025 00:00:00,explorer,Windows 资源管理器,81,未知
04/12/2025 00:00:00,PotPlayerMini64,PotPlayer,612,未知
04/12/2025 13:00:00,DesktopMgr64,桌面整理-主程序,31,未知
04/12/2025 13:00:00,Listary,Listary,5,未知
04/12/2025 13:00:00,QQ,QQ,20,未知
04/12/2025 13:00:00,explorer,Windows 资源管理器,5,未知
04/12/2025 13:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,16,未知
04/12/2025 13:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,93,未知
04/12/2025 13:00:00,javaw,Java(TM) Platform SE binary,991,未知
04/12/2025 13:00:00,Notepads,,7,未知
04/12/2025 13:00:00,HRUpdate,火绒安全软件升级程序,742,未知
04/12/2025 13:00:00,PowerToys.PowerLauncher,PowerToys.Run,1,未知
04/12/2025 14:00:00,javaw,Java(TM) Platform SE binary,3455,未知
04/12/2025 14:00:00,firefox,Firefox,77,未知
04/12/2025 14:00:00,QQ,QQ,5,未知
04/12/2025 15:00:00,javaw,Java(TM) Platform SE binary,2465,未知
04/12/2025 15:00:00,SearchApp,Search application,1,未知
04/12/2025 15:00:00,explorer,Windows 资源管理器,110,未知
04/12/2025 15:00:00,obs64,OBS Studio,107,未知
04/12/2025 15:00:00,DesktopMgr64,桌面整理-主程序,34,未知
04/12/2025 15:00:00,QQ,QQ,231,未知
04/12/2025 15:00:00,Honeyview,Honeyview,81,未知
04/12/2025 15:00:00,PopBlock,火绒安全软件弹窗拦截程序,2,未知
